index|lemma|human_readable_pos|definition|synset_key_name|example|new_sentence
6277|politics|noun|the opinion you hold with respect to political questions|politics.n.04|Those o'dwyers had that irish clannishness that made them stick together in spite of politics and everything.|I avoid discussing politics with my family because we have vastly different political viewpoints.
6278|fit|verb|provide with (something) usually for a specific purpose|equip.v.01|The ship was a waco biplane, one of the first two of its type to be fitted with the air cooled, 225 hp wright radial engine known as the whirlwind.|The gym will fit you with a new pair of running shoes before starting the marathon race.
6279|law|noun|the force of policemen and officers|police.n.01|the law came looking for him|When I saw the criminals, I knew the law would soon arrive to catch them.
6280|law|noun|the force of policemen and officers|police.n.01|the law came looking for him|After the alert rang, the law arrived at the scene detecting a car chase.
6281|law|noun|the force of policemen and officers|police.n.01|the law came looking for him|The law chased after the suspect who had just robbed a convenience store.
6282|law|noun|the force of policemen and officers|police.n.01|the law came looking for him|The suspects were arrested by the law after a high-speed pursuit.
6283|sense|noun|a natural appreciation or ability|sense.n.05|a keen musical sense|She has a great sense of humor.
6284|sense|noun|a natural appreciation or ability|sense.n.05|a keen musical sense|His sense of humor made everyone in the room burst into laughter.
6285|sense|noun|a natural appreciation or ability|sense.n.05|a keen musical sense|Carly has a sense of humor that allows her to make everyone laugh in any situation.
6286|international|adjective|from or between other countries|external.s.03|international trade|The airport served as an international hub for travelers from all over the world.
6287|international|adjective|from or between other countries|external.s.03|international trade|I love trying different cuisines in international restaurants.
6288|international|adjective|from or between other countries|external.s.03|international trade|She is pursuing a degree in international relations.
6289|competitive|adjective|showing a fighting disposition|competitive.s.03|highly competitive sales representative|John is known as a highly competitive athlete, and always plays to win.
6290|competitive|adjective|subscribing to capitalistic competition|competitive.s.02|For the past 40 years congress has advocated a carefully planned, balanced and competitive railway system.|As the CEO of the company, his strategy was to create a more efficient and competitive business model that favored market competition.
6291|suspicious|adjective|not as expected|fishy.s.02|suspicious behavior|Her story about the absence at the open room door was a bit suspicious.
6292|alignment|noun|the spatial property possessed by an arrangement or position of things in a straight line or in parallel lines|alignment.n.02|Thus, the alignment of the `` dots'' and `` tips'', respectively, indicate individual variability of the 21 growth centers of each child with respect to the mean values for these boys and girls.|The mechanic checked the alignment of the car's wheels to ensure that they were in a straight line.
6293|develop|verb|grow emotionally or mature|develop.v.14|The child developed beautifully in her new kindergarten|He has developed a strong sense of responsibility as he has gotten older.
6294|develop|verb|grow emotionally or mature|develop.v.14|The child developed beautifully in her new kindergarten|After many difficult experiences, she began to develop a strong sense of resilience and emotional maturity.
6295|develop|verb|grow emotionally or mature|develop.v.14|The child developed beautifully in her new kindergarten|The experience helped him develop both professionally and personally as he grew emotionally.
6296|develop|verb|grow emotionally or mature|develop.v.14|The child developed beautifully in her new kindergarten|Simon developed emotionally within one month of his participation in therapy sessions.
6297|major|adjective|of a scale or mode|major.a.05|major scales|She learned to play the three-octave major scale with ease.
6298|major|adjective|of a scale or mode|major.a.05|major scales|The key of this song is in the major scale.
6299|major|adjective|of a scale or mode|major.a.05|major scales|I practiced playing major scales on the piano for hours.
6300|emphasis|noun|intensity or forcefulness of expression|vehemence.n.01|his emphasis on civil rights|The actor put great emphasis on delivering his lines with passion and conviction.
6301|emphasis|noun|intensity or forcefulness of expression|vehemence.n.01|his emphasis on civil rights|He spoke with great emphasis to try to convey the seriousness of the situation.
6302|emphasis|noun|special and significant stress by means of position or repetition e.g.|emphasis.n.03|When he was asked a question or addressed in such a way that some response was inescapable, he would answer; if, as often happened, he had to repeat because he had spoken too softly, he would repeat his words in the same way, without emphasis or impatience, only a little louder.|She put emphasis on every word to make her point clear.
6303|emphasis|noun|special and significant stress by means of position or repetition e.g.|emphasis.n.03|When he was asked a question or addressed in such a way that some response was inescapable, he would answer; if, as often happened, he had to repeat because he had spoken too softly, he would repeat his words in the same way, without emphasis or impatience, only a little louder.|"She put emphasis on the word ""not"" to convey that she had absolutely no idea where her keys could be."
6304|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Declaration of Independence was successfully signed on July 4, 1776, marking the end of the American Revolution and so the beginning of a new era of the United States.
6305|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Declaration of Independence was signed on July 4th, 1776, marking the ultimate achievement of America's independence.
6306|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Declaration of Independence was the first significant step to America's independence.
6307|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The United States of America declared their independence from Great Britain on July 4th, 1776.
6308|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Declaration of Independence was signed on July 4th, 1776, celebrating the country's successful ending of the American Revolution.
6309|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Fourth of July is celebrated as the national holiday to commemorate American independence.
6310|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|Thomas Jefferson played an instrumental role in the drafting and signing of the Declaration of Independence, symbolizing the birth of a new nation.
6311|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Fourth of July is a national holiday in the United States that celebrates America's independence.
6312|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|July 4th, 1776 was the day of independence for the United States of America.
6313|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Fourth of July is a national holiday in the United States, marking the country's celebration of independence.
6314|independence|noun|the successful ending of the American Revolution|independence.n.02|they maintained close relations with England even after independence|The Declaration of Independence was signed on July 4, 1776, marking the formal end of the American Revolution.
6315|insure|verb|take out insurance for|insure.v.04|Ordinary carey williams, armed with a pistol, stood by at the polls to insure order.|She knows the importance of insuring her antique jewelry collection.
6316|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|Since I no longer work for that company, I have the freedom to decline any work-related obligations.
6317|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|Missing rehearsals due to an undisclosed illness, the lead actor was granted the freedom from performing in the last five shows.
6318|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|His wealthy background provided him with the freedom to pursue a career of his own choice, rather than being held responsible for carrying his family's traditional legacy.
6319|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|She felt a wave of freedom wash over her when her work contract expired and she no longer had to abide by a strict schedule.
6320|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|After several years of hard work, Jack's successful investment finally gave him the financial freedom to take a well-deserved break from his office duties.
6321|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|The union workers were relieved when they negotiated for freedom from mandatory overtime.
6322|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|When she went on vacation she experienced complete freedom from work duties and felt revitalized upon her return.
6323|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|Due to his diplomatic status, the ambassador enjoyed freedom from prosecution for his actions.
6324|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|I decided to take a personal day off from work at the last minute because of my freedom as a salaried employee.
6325|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|"I'd like to request another ""meanings"" since the given example already used that. Would you like to proceed?"
6326|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|As they did not apply lifeguard stamps to their boxes, the swim teams enjoyed the freedom of missing hotel curfews.
6327|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|As a diplomat, she was granted freedom from military service.
6328|freedom|noun|immunity from an obligation or duty|exemption.n.01|By virtue of his self-reliance, his individualism and his freedom from external restraint, the private eye is a perfect embodiment of the middle class conception of liberty, which amounts to doing what you please and let the devil take the hindmost.|She requested a leave to consider whether she really wanted such promotion, believing that a larger income meant more responsibilities and less freedom.
6329|action|noun|the state of being active|action.n.02|he is out of action|After injuring his knee, the athlete was out of action for several weeks.
6330|action|noun|a judicial proceeding brought by one party against another; one party prosecutes another for a wrong done or for protection of a right or for prevention of a wrong|legal_action.n.01|The threat of effective anti-trust action, provoked by `` gouging the public'' through price increases not justified by cost increases, and fears of endangering relations with customers, congress, the general public and the press, all operate to keep price increases in some relation to cost increases.|The defendant hired a skilled attorney to defend him during the legal action.
6331|action|noun|the trait of being active and energetic and forceful|action.n.06|a man of action|She is known for her boundless action and impeccable work ethic in the corporate world.
6332|action|noun|the series of events that form a plot|action.n.05|his novels always have a lot of action|I prefer watching action movies as they often have an intriguing storyline with lots of action taking place.
6333|action|noun|the operating part that transmits power to a mechanism|action.n.07|the piano had a very stiff action|I had to replace the worn-down action of my grandfather's watch to make it function properly again.
6334|action|noun|a military engagement|military_action.n.01|he saw action in Korea|My grandfather often recalled his experience during World War II and his times in action.
6335|action|noun|a process existing in or produced by nature (rather than by the intent of human beings)|natural_process.n.01|the action of natural forces|The erosion of the coast was caused by the action of waves and winds.
6336|flexibility|noun|the quality of being adaptable or variable|flexibility.n.02|he enjoyed the flexibility of his working arrangement|Having flexibility in our vacation plans allowed for a seamless itinerary adjustment when our flight was cancelled.
6337|flexibility|noun|the quality of being adaptable or variable|flexibility.n.02|he enjoyed the flexibility of his working arrangement|I stretch every morning to improve my flexibility for yoga.
6338|need|noun|a state of extreme poverty or destitution|indigence.n.01|a general state of need exists among the homeless|The efforts to fight global poverty must focus on alleviating the immediate needs of the people.
6339|need|noun|a state of extreme poverty or destitution|indigence.n.01|a general state of need exists among the homeless|The recent economic recession pushed many families into a state of dire need, with some even going homeless.
6340|need|noun|a state of extreme poverty or destitution|indigence.n.01|a general state of need exists among the homeless|Many families in that region live in a desperate need due to the high rates of unemployment and poverty.
6341|need|noun|a state of extreme poverty or destitution|indigence.n.01|a general state of need exists among the homeless|The shelters provide basic living necessities for those in need.
6342|need|noun|a state of extreme poverty or destitution|indigence.n.01|a general state of need exists among the homeless|The pandemic has put more people in a state of need than ever before.
6343|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small kitten mewed for attention.
6344|small|adjective|(of children and animals) young, immature|little.s.03|small children|I saw some small puppies at the pet store today.
6345|small|adjective|(of children and animals) young, immature|little.s.03|small children|The park was filled with small puppies, all short and fluffy.
6346|small|adjective|(of children and animals) young, immature|little.s.03|small children|Yesterday I visited the small animals section at the zoo, where I saw many small rabbits and tiny chicks.
6347|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small puppies were so adorable.
6348|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small kittens were too playful to ignore.
6349|small|adjective|(of children and animals) young, immature|little.s.03|small children|Small puppies play with each other in the backyard.
6350|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small puppies scattered around the yard, playing and exploring their new surroundings.
6351|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small puppies were attentive and a bit clumsy, by playful as ever.
6352|small|adjective|(of children and animals) young, immature|little.s.03|small children|I love to see the small kittens playing in the garden.
6353|small|adjective|(of children and animals) young, immature|little.s.03|small children|The kittens were cute and playful, they were small and full of energy.
6354|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small puppy was still learning how to walk.
6355|small|adjective|(of children and animals) young, immature|little.s.03|small children|I got a small kitten from the animal shelter.
6356|small|adjective|(of children and animals) young, immature|little.s.03|small children|My cousin has a pair of small kittens that he got last week.
6357|small|adjective|(of children and animals) young, immature|little.s.03|small children|A small puppy was playing in the yard.
6358|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small puppy ran around the backyard, chasing its tail.
6359|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small puppies were jumping and playing in the grass.
6360|small|adjective|(of children and animals) young, immature|little.s.03|small children|Our cat had small kittens this morning.
6361|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small puppies were napping in the sun.
6362|small|adjective|(of children and animals) young, immature|little.s.03|small children|The small kittens were all cuddled up together in the corner of the room.
6363|small|adjective|limited in size or scope|minor.s.10|a small business|I decided to open a small coffee shop instead of a large chain.
6364|small|adjective|limited in size or scope|minor.s.10|a small business|I'm running a small bakery out of my home kitchen.
6365|small|adjective|limited in size or scope|minor.s.10|a small business|I work for a small software company that specializes in mobile applications.
6366|small|adjective|limited in size or scope|minor.s.10|a small business|The supermarket on the corner has a small selection of fresh produce.
6367|small|adjective|limited in size or scope|minor.s.10|a small business|The small café can only accommodate a few customers at a time.
6368|small|adjective|limited in size or scope|minor.s.10|a small business|The apartment we rent is quite small but cozy.
6369|small|adjective|limited in size or scope|minor.s.10|a small business|I run a small pastry shop in the corner of the street.
6370|small|adjective|limited in size or scope|minor.s.10|a small business|I own a small coffee shop in the heart of downtown.
6371|small|adjective|limited in size or scope|minor.s.10|a small business|He started his small business in his garage.
6372|small|adjective|limited in size or scope|minor.s.10|a small business|I started with a small business and grew it over time.
6373|small|adjective|limited in size or scope|minor.s.10|a small business|She decided to open a small cafe in her neighborhood.
6374|small|adjective|limited in size or scope|minor.s.10|a small business|I prefer to shop at small locally-owned stores.
6375|small|adjective|limited in size or scope|minor.s.10|a small business|The bakery was only a small business that operated in one location.
6376|small|adjective|limited in size or scope|minor.s.10|a small business|She runs a small bakery on the corner of the street.
6377|small|adjective|limited in size or scope|minor.s.10|a small business|I'm looking to invest in a small tech company.
6378|small|adjective|limited in size or scope|minor.s.10|a small business|I'm looking for a small apartment right now.
6379|small|adjective|limited in size or scope|minor.s.10|a small business|The small café around the corner only seats 20 people at most.
6380|small|adjective|limited in size or scope|minor.s.10|a small business|The small town had only one grocery store and no traffic lights.
6381|small|adjective|limited in size or scope|minor.s.10|a small business|She had a small kitchen with limited workspace.
6382|small|adjective|limited in size or scope|minor.s.10|a small business|They opened a small café in the heart of the city.
6383|small|adjective|lowercase|little.s.07|small a|I always write my emails in small letters to keep it casual.
6384|small|adjective|lowercase|little.s.07|small a|The password requires a small letter in addition to the capitalized letters and numbers.
6385|small|adjective|lowercase|little.s.07|small a|"Do not worry if you did not capitalize the word, it can simply be written as small ""a""."
6386|small|adjective|lowercase|little.s.07|small a|All the names in the list were written with small letters.
6387|small|adjective|lowercase|little.s.07|small a|"In the word ""apple"", the letter ""a"" is small."
6388|small|adjective|lowercase|little.s.07|small a|"The first letter of my name is a small letter ""j""."
6389|small|adjective|lowercase|little.s.07|small a|"Please start the document with a small ""a""."
6390|small|adjective|lowercase|little.s.07|small a|"The instructions advised to use the letter ""a"" in small as opposed to capital letters."
6391|small|adjective|lowercase|little.s.07|small a|"The word ""apple"" starts with a small ""a""."
6392|small|adjective|lowercase|little.s.07|small a|The password must include at least one capital letter and one small letter.
6393|small|adjective|lowercase|little.s.07|small a|"The word ""small"" can be written as a lowercase ""s."""
6394|small|adjective|lowercase|little.s.07|small a|"The first letter in the sentence was a small letter ""g""."
6395|small|adjective|lowercase|little.s.07|small a|"Don't forget to write ""small b"" for the second bullet point."
6396|small|adjective|lowercase|little.s.07|small a|"The symbol for ""alpha"" in the Greek alphabet is written as a small letter."
6397|small|adjective|lowercase|little.s.07|small a|To write your name on the line, please use small letters only.
6398|small|adjective|lowercase|little.s.07|small a|"The word ""theorem"" starts with a small 't'."
6399|small|adjective|lowercase|little.s.07|small a|"The first letter in this paragraph is a small ""h""."
6400|small|adjective|lowercase|little.s.07|small a|Please write your name in small letters here.
6401|small|adjective|lowercase|little.s.07|small a|In some fonts, the letters are small while in others they are in uppercase.
6402|small|adjective|lowercase|little.s.07|small a|"The word ""apple"" starts with a small letter ""a""."
6403|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|She started with a small job and worked her way up to the top of the company.
6404|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|The restaurant had a small menu that suggested the establishment wasn't one of the high-end ones.
6405|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|Due to her small salary, her quality of living remained low.
6406|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|He came from small beginnings but rose to become a successful entrepreneur.
6407|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|Many perceive the company’s products to be of small quality because of their inferior prices.
6408|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|I didn't apply for that small job because it doesn't match my qualifications and expertise.
6409|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|He was from humble origins and began his career with small jobs.
6410|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|He comes from a small and humble family.
6411|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|She worked in a small company but continually focused on growing her skill sets and advancing.
6412|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|The company apologized for the delays caused by their small service.
6413|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|The restaurant may have had small beginnings, but it has grown to become a world-renowned chain.
6414|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|Gina's small apartment didn't exactly match her former prestigious lifestyle.
6415|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|They started from small beginnings, but eventually became a successful company.
6416|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|She turned her suggestions over in her mind and de-transformed a small, practically-minded part of his inner world.
6417|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|She took on a small job after losing her high-profile one, but she was determined to work her way back up.
6418|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|Unfortunately, he thought his upbringing as the son of an independent carpenter in a back street was small and felt a great sense of inferiority towards his father.
6419|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|The food served at the motel was of small quality.
6420|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|He used to work at a small, no-name company, but now he works for a well-known corporation.
6421|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|The equipment seems small and primitive in comparison with models we're used to.
6422|small|adjective|low or inferior in station or quality|humble.s.01|small beginnings|He comes from a small family and didn't have many opportunities growing up.
6423|comfortably|adverb|in physical comfort|comfortably.r.02|she could have been lying comfortably in bed getting the same relief|After a long day at work, Jane found herself sitting comfortably on her couch with a glass of wine in hand.
6424|less|adverb|comparative of little|less.r.02|he works less these days|I eat less sugar than I did when I was younger.
6425|less|adverb|comparative of little|less.r.02|he works less these days|I ate less food at the party than I usually do.
6426|less|adverb|comparative of little|less.r.02|he works less these days|I eat less sugar now than I used to.
6427|less|adverb|comparative of little|less.r.02|he works less these days|I'm trying to eat less junk food and more vegetables.
6428|less|adverb|comparative of little|less.r.02|he works less these days|I have a less amount of free time now than I did before I started this new job.
6429|less|adverb|comparative of little|less.r.02|he works less these days|She talks less than her sister.
6430|less|adverb|comparative of little|less.r.02|he works less these days|She ate less chocolate than her sister.
6431|less|adverb|comparative of little|less.r.02|he works less these days|She has less experience in the field as compared to her senior colleagues.
6432|less|adverb|comparative of little|less.r.02|he works less these days|I drank less today than yesterday.
6433|less|adverb|comparative of little|less.r.02|he works less these days|She has fewer items in her shopping bag today, meaning she spent less money on her purchases.
6434|less|adverb|comparative of little|less.r.02|he works less these days|I have less free time now that I have taken on a second job.
6435|less|adverb|comparative of little|less.r.02|he works less these days|I have less experience with chess than my opponent.
6436|less|adverb|comparative of little|less.r.02|he works less these days|He always drinks less beer than his friends at the party.
6437|less|adverb|comparative of little|less.r.02|he works less these days|I eat less junk food than I used to.
6438|less|adverb|comparative of little|less.r.02|he works less these days|When it comes to sugar cravings, I eat less than my brother does.
6439|less|adverb|comparative of little|less.r.02|he works less these days|She has less money than her sister.
6440|less|adverb|comparative of little|less.r.02|he works less these days|I have less sugar in my coffee now to try to reduce my overall sugar intake.
6441|less|adverb|comparative of little|less.r.02|he works less these days|She has less time to devote to her hobbies since starting her new job.
6442|less|adverb|comparative of little|less.r.02|he works less these days|I drink less coffee now than I used to, as too much caffeine makes me anxious.
6443|less|adverb|comparative of little|less.r.02|he works less these days|She ate less candy than her sister.
6444|less|adverb|comparative of little|less.r.02|he works less these days|She had less time to complete the task than she thought.
6445|less|adverb|comparative of little|less.r.02|he works less these days|I could eat the whole pizza, but I'll have less today and save some for tomorrow's lunch.
6446|less|adverb|comparative of little|less.r.02|he works less these days|She ate less than her brother at the restaurant.
6447|less|adverb|comparative of little|less.r.02|he works less these days|I eat less sugar than I used to.
6448|less|adverb|comparative of little|less.r.02|he works less these days|I eat less cake these days to be healthier.
6449|less|adverb|comparative of little|less.r.02|he works less these days|She spent less time cooking this weekend.
6450|powerful|adjective|strong enough to knock down or overwhelm|knock-down.s.01|Cobb unleashed a single powerful jab that sent gyp reeling wildly and crashing down with a whining groan.|The powerful hurricane consumed the entire city in mere hours.
6451|powerful|adjective|strong enough to knock down or overwhelm|knock-down.s.01|Cobb unleashed a single powerful jab that sent gyp reeling wildly and crashing down with a whining groan.|The impact from the powerful explosion knocked everyone off their feet.
6452|powerful|adjective|having great influence|potent.s.01|Perhaps the most powerful and most frequently recurring literary influence on the western world has been that of the old and new testament.|The leader's powerful presence affected the entire room.
6453|powerful|adjective|having great influence|potent.s.01|Perhaps the most powerful and most frequently recurring literary influence on the western world has been that of the old and new testament.|The speeches of Martin Luther King Jr. had a powerful impact on the Civil Rights Movement.
6454|powerful|adjective|(of a person) possessing physical strength and weight; rugged and powerful|brawny.s.01|powerful arms|The wrestler had a powerful build and could easily lift his opponents.
6455|powerful|adjective|(of a person) possessing physical strength and weight; rugged and powerful|brawny.s.01|powerful arms|The wrestler was a powerful man with broad shoulders and thick muscles.
6456|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She decided to join a bird watching society to meet other avid bird enthusiasts.
6457|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The vegetarian society held a meeting last night to discuss recipes and techniques for cooking meatless meals.
6458|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The chess society at the community center holds weekly tournaments for its members.
6459|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|My grandmother is part of a gardening society where they trade tips and talk about their respective gardens.
6460|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The Philanthropy Society works towards supporting various charitable causes.
6461|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She joined the society for bird-watchers and attended meetings regularly.
6462|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She was an active member of the historical preservation society.
6463|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|Joining the historical society allowed her to surround herself with other passionate individuals who appreciated the town's rich past.
6464|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|My grandfather had a keen interest in bird-watching and was inducted to join the local ornithological society to pursue his curiosity with like-minded individuals.
6465|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|Her passion for environmental conservation led to her joining a highly respected society dedicated to sustainable development.
6466|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She joined a chess society where like-minded individuals would meet every Thursday to play the game.
6467|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The Bird Watching Society arranges annual trips to study new avian species.
6468|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|I've joined the photography society to meet other passionate artists and further improve my skills.
6469|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|Belonging to a gardening society allowed her to exchange tips and ideas with fellow enthusiasts.
6470|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The Italian American Society organizes regular cultural events to share knowledge about Italian heritage among its members.
6471|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She decided to join a local society for writers in order to enhance her writing skills and connect with other writers.
6472|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|Being a part of the theatre society was a fulfilling experience for her as she got to collaborate with people who shared her interests.
6473|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She decided to join the birdwatching society.
6474|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The Watercolor Society of America holds an annual exhibition open to all entries by members.
6475|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She is an active member of the local poetry society.
6476|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|Their shared love for plants led them to join a gardening society where they regularly exchange tips and cuttings.
6477|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She is a proud member of the local horticulture society.
6478|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|I've been a member of the photography society for three years now.
6479|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The Society for the Prevention of Cruelty to Animals is a well-known group that advocates for animal rights.
6480|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She participated in a literary society that met weekly to discuss classic novels.
6481|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She was excited to be a part of the crochet society, where they would learn and share their skills in the beautiful craft.
6482|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|Being tinkerers at heart, the two young men joined the local maker society to be surrounded by like-minded individuals.
6483|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|He is a member of the local photography society.
6484|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|She was a fierce organiser who was central to the women's tennis society.
6485|society|noun|a formal association of people with similar interests|club.n.02|they formed a small lunch society|The national publishing society held its annual conference in New York City.
6486|limited|adjective|subject to limits or subjected to limits|circumscribed.s.01|The corporation has a limited, specific place in our society.|My internet data plan is limited, so I can't stream videos all day long.
6487|limited|adjective|subject to limits or subjected to limits|circumscribed.s.01|The corporation has a limited, specific place in our society.|Her travel expenses were limited to a certain amount.
6488|limited|adjective|subject to limits or subjected to limits|circumscribed.s.01|The corporation has a limited, specific place in our society.|My creative abilities are limited by my ongoing high levels of stress.
6489|limited|adjective|subject to limits or subjected to limits|circumscribed.s.01|The corporation has a limited, specific place in our society.|His participation in the contest was limited to a certain region due to strict enforcement of the guidelines.
6490|limited|adjective|including only a part|limited.s.03|Moreover, the current information on what types of training are needed and possible is too limited and fragmentary.|Her limited understanding of the subject meant she could only provide a partial answer to the question.
6491|limited|adjective|including only a part|limited.s.03|Moreover, the current information on what types of training are needed and possible is too limited and fragmentary.|The research findings were limited to a certain demographic, thus their applicability to the entire population needs to be considered with caution.
6492|limited|adjective|including only a part|limited.s.03|Moreover, the current information on what types of training are needed and possible is too limited and fragmentary.|Sorry, document provided incomplete dataset.
6493|limited|adjective|including only a part|limited.s.03|Moreover, the current information on what types of training are needed and possible is too limited and fragmentary.|The limited edition box set includes only six out of the twenty seasons of the show.
