index|lemma|human_readable_pos|synset_key_name|definition|example
8862|school|noun|Synset('school.n.04')|a body of creative artists or writers or thinkers linked by a similar style or by similar teachers|the Venetian school of painting
8863|school|noun|Synset('school.n.04')|a body of creative artists or writers or thinkers linked by a similar style or by similar teachers|the Venetian school of painting
8864|school|noun|Synset('school.n.04')|a body of creative artists or writers or thinkers linked by a similar style or by similar teachers|the Venetian school of painting
8865|school|noun|Synset('school.n.04')|a body of creative artists or writers or thinkers linked by a similar style or by similar teachers|the Venetian school of painting
8866|school|noun|Synset('school.n.04')|a body of creative artists or writers or thinkers linked by a similar style or by similar teachers|the Venetian school of painting
8867|school|noun|Synset('school.n.04')|a body of creative artists or writers or thinkers linked by a similar style or by similar teachers|the Venetian school of painting
8868|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8869|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8870|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8871|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8872|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8873|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8874|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8875|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8876|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8877|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8878|school|noun|Synset('school.n.03')|the process of being formally educated at a school|what will you do when you finish school?
8879|solitary|adjective|Synset('nongregarious.s.01')|of plants and animals; not growing or living in groups or colonies|solitary bees
8880|absorbed|adjective|Synset('absorbed.s.02')|retained without reflection|The rate of the gas phase exchange reaction appears to be proportional to the first power of the absorbed light intensity indicating that the radical intermediates are removed at the walls or by reaction with an impurity rather than by bimolecular radical combination reactions.
8881|like|verb|Synset('like.v.05')|want to have|I'd like a beer now!
8882|like|verb|Synset('like.v.05')|want to have|I'd like a beer now!
8883|like|verb|Synset('like.v.05')|want to have|I'd like a beer now!
8884|like|verb|Synset('like.v.05')|want to have|I'd like a beer now!
8885|like|verb|Synset('like.v.05')|want to have|I'd like a beer now!
8886|like|verb|Synset('like.v.05')|want to have|I'd like a beer now!
8887|like|verb|Synset('like.v.05')|want to have|I'd like a beer now!
8888|fancy|verb|Synset('fancy.v.02')|have a fancy or particular liking or desire for|She fancied a necklace that she had seen in the jeweler's window
8889|dress|verb|Synset('dress.v.06')|kill and prepare for market or consumption|dress a turkey
8890|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8891|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8892|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8893|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8894|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8895|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8896|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8897|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8898|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8899|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8900|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8901|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8902|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8903|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8904|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8905|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8906|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8907|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8908|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8909|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8910|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8911|somewhat|adverb|Synset('reasonably.r.01')|to a moderately sufficient extent or degree|But a somewhat more detailed analysis of this process may be illuminating.
8912|abroad|adverb|Synset('overseas.r.02')|in a place across an ocean|The symposium, which was jointly sponsored by the american institute of physics, the instrument society of america, and the national bureau of standards, attracted nearly one thousand registrants, including many from abroad.
8913|abroad|adverb|Synset('afield.r.01')|far away from home or one's usual surroundings; - R.A.Hall|The first result of heidenstam's long sojourn abroad was a volume of poems, pilgrimage and wander years (vallfart och vandringsar), published in 1888.
8914|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8915|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8916|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8917|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8918|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8919|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8920|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8921|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8922|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8923|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8924|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8925|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8926|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8927|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8928|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8929|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8930|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8931|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8932|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8933|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8934|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8935|marry|verb|Synset('marry.v.02')|perform a marriage ceremony|The minister married us on Saturday
8936|disapproval|noun|Synset('disapproval.n.02')|the expression of disapproval|He senses his mother's disapproval.
8937|disapproval|noun|Synset('disapproval.n.02')|the expression of disapproval|He senses his mother's disapproval.
8938|disapproval|noun|Synset('disapproval.n.02')|the expression of disapproval|He senses his mother's disapproval.
8939|extreme|adjective|Synset('extreme.s.04')|most distant in any direction|the extreme edge of town
8940|extreme|adjective|Synset('extreme.s.03')|beyond a norm in views or actions|extreme opinions
8941|extreme|adjective|Synset('extreme.s.02')|far beyond a norm in quantity or amount or degree; to an utmost degree|extreme danger
8942|talent|noun|Synset('talent.n.02')|a person who possesses unusual innate ability in some field or activity|But in the next decades the nation needs to educate for the professions all the potential professional talent.
8943|talent|noun|Synset('talent.n.02')|a person who possesses unusual innate ability in some field or activity|But in the next decades the nation needs to educate for the professions all the potential professional talent.
8944|talent|noun|Synset('talent.n.02')|a person who possesses unusual innate ability in some field or activity|But in the next decades the nation needs to educate for the professions all the potential professional talent.
8945|talent|noun|Synset('talent.n.02')|a person who possesses unusual innate ability in some field or activity|But in the next decades the nation needs to educate for the professions all the potential professional talent.
8946|direction|noun|Synset('steering.n.02')|the act of setting and holding a course|a new council was installed under the direction of the king
8947|strive|verb|Synset('strive.v.02')|to exert much effort or energy|It was only natural that fletcher would strive for a position in which he could make the decisions.
8948|strive|verb|Synset('strive.v.02')|to exert much effort or energy|It was only natural that fletcher would strive for a position in which he could make the decisions.
8949|strive|verb|Synset('strive.v.02')|to exert much effort or energy|It was only natural that fletcher would strive for a position in which he could make the decisions.
8950|inner|adjective|Synset('inner.s.03')|innermost or essential|the inner logic of Cubism
8951|inner|adjective|Synset('inner.a.02')|located or occurring within or closer to a center|an inner room
8952|cold|adjective|Synset('cold.a.02')|extended meanings; especially of psychological coldness; without human warmth or emotion|cold logic
8953|cold|adjective|Synset('cold.a.02')|extended meanings; especially of psychological coldness; without human warmth or emotion|cold logic
8954|cold|adjective|Synset('cold.a.02')|extended meanings; especially of psychological coldness; without human warmth or emotion|cold logic
8955|cold|adjective|Synset('cold.a.02')|extended meanings; especially of psychological coldness; without human warmth or emotion|cold logic
8956|cold|adjective|Synset('cold.s.03')|having lost freshness through passage of time|a cold trail
8957|cold|adjective|Synset('cold.s.03')|having lost freshness through passage of time|a cold trail
8958|cold|adjective|Synset('cold.s.03')|having lost freshness through passage of time|a cold trail
8959|cold|adjective|Synset('cold.s.03')|having lost freshness through passage of time|a cold trail
8960|key|noun|Synset('key.n.04')|any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music|And i would further note that they all-with one exception again-sang in one key or another the same song.
8961|key|noun|Synset('key.n.04')|any of 24 major or minor diatonic scales that provide the tonal framework for a piece of music|And i would further note that they all-with one exception again-sang in one key or another the same song.
8962|key|noun|Synset('key.n.02')|something crucial for explaining|the key to development is economic integration
8963|key|noun|Synset('key.n.02')|something crucial for explaining|the key to development is economic integration
8964|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8965|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8966|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8967|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8968|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8969|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8970|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8971|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8972|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8973|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8974|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8975|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8976|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8977|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8978|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8979|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8980|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8981|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8982|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8983|better|adverb|Synset('better.r.02')|from a position of superiority or authority|`` sir, vaughn knows better than to leave the station without a relief.
8984|self|noun|Synset('self.n.02')|a person considered as a unique individual|His old self.
8985|self|noun|Synset('self.n.02')|a person considered as a unique individual|His old self.
8986|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8987|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8988|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8989|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8990|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8991|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8992|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8993|surface|noun|Synset('open.n.04')|information that has become public|the facts had been brought to the surface
8994|color|noun|Synset('color.n.02')|interest and variety and intensity|the Puritan Period was lacking in color
8995|color|noun|Synset('color.n.02')|interest and variety and intensity|the Puritan Period was lacking in color
8996|color|noun|Synset('color.n.02')|interest and variety and intensity|the Puritan Period was lacking in color
8997|color|noun|Synset('color.n.02')|interest and variety and intensity|the Puritan Period was lacking in color
8998|color|noun|Synset('color.n.03')|the timbre of a musical sound|the recording fails to capture the true color of the original music
8999|color|noun|Synset('color.n.03')|the timbre of a musical sound|the recording fails to capture the true color of the original music
9000|color|noun|Synset('color.n.03')|the timbre of a musical sound|the recording fails to capture the true color of the original music
9001|color|noun|Synset('color.n.03')|the timbre of a musical sound|the recording fails to capture the true color of the original music
9002|color|noun|Synset('semblance.n.01')|an outward or token appearance or form that is deliberately misleading|the situation soon took on a different color
9003|color|noun|Synset('semblance.n.01')|an outward or token appearance or form that is deliberately misleading|the situation soon took on a different color
9004|color|noun|Synset('semblance.n.01')|an outward or token appearance or form that is deliberately misleading|the situation soon took on a different color
9005|color|noun|Synset('semblance.n.01')|an outward or token appearance or form that is deliberately misleading|the situation soon took on a different color
9006|color|noun|Synset('color.n.04')|a race with skin pigmentation different from the white race (especially Blacks)|Otherwise, we go on endlessly trying to draw the line, color and other, as to which kind of man we wish to see dominate.
9007|color|noun|Synset('color.n.04')|a race with skin pigmentation different from the white race (especially Blacks)|Otherwise, we go on endlessly trying to draw the line, color and other, as to which kind of man we wish to see dominate.
9008|color|noun|Synset('color.n.04')|a race with skin pigmentation different from the white race (especially Blacks)|Otherwise, we go on endlessly trying to draw the line, color and other, as to which kind of man we wish to see dominate.
9009|color|noun|Synset('color.n.04')|a race with skin pigmentation different from the white race (especially Blacks)|Otherwise, we go on endlessly trying to draw the line, color and other, as to which kind of man we wish to see dominate.
9010|volume|noun|Synset('volume.n.06')|the magnitude of sound (usually in a specified direction)|the kids played their music at full volume
9011|volume|noun|Synset('volume.n.06')|the magnitude of sound (usually in a specified direction)|the kids played their music at full volume
9012|publish|verb|Synset('publish.v.03')|have (one's written work) issued for publication|She published 25 books during her long career
9013|publish|verb|Synset('publish.v.03')|have (one's written work) issued for publication|She published 25 books during her long career
9014|publish|verb|Synset('publish.v.03')|have (one's written work) issued for publication|She published 25 books during her long career
9015|publish|verb|Synset('publish.v.02')|prepare and issue for public distribution or sale|publish a magazine or newspaper
9016|publish|verb|Synset('publish.v.02')|prepare and issue for public distribution or sale|publish a magazine or newspaper
9017|publish|verb|Synset('publish.v.02')|prepare and issue for public distribution or sale|publish a magazine or newspaper
9018|arouse|verb|Synset('stimulate.v.04')|cause to be alert and energetic|A succession of highly publicized scandals has aroused the public within the last year.
9019|arouse|verb|Synset('raise.v.07')|summon into action or bring into existence, often as if by magic|Additionally, since you're going to be hors de combat pretty soon with sprue, yaws, delhi boil, the granville wilt, liver fluke, bilharziasis, and a host of other complications of the hex you've aroused, you mustn't expect to be lionized socially.
9020|vitality|noun|Synset('energy.n.05')|a healthy capacity for vigorous activity|The host of novel applications of electronics to medical problems is far more thrilling because of their implication in matters concerning our health and vitality.
9021|vitality|noun|Synset('energy.n.05')|a healthy capacity for vigorous activity|The host of novel applications of electronics to medical problems is far more thrilling because of their implication in matters concerning our health and vitality.
9022|vitality|noun|Synset('energy.n.05')|a healthy capacity for vigorous activity|The host of novel applications of electronics to medical problems is far more thrilling because of their implication in matters concerning our health and vitality.
9023|critic|noun|Synset('critic.n.02')|anyone who expresses a reasoned judgment of something|Ann catt was a lonely, devoted soul, never married, conducting a spotless home and devoted to her church, but a perpetual dissenter and born critic.
9024|critic|noun|Synset('critic.n.02')|anyone who expresses a reasoned judgment of something|Ann catt was a lonely, devoted soul, never married, conducting a spotless home and devoted to her church, but a perpetual dissenter and born critic.
9025|colorful|adjective|Synset('colorful.a.02')|striking in variety and interest|colorful language
9026|vivid|adjective|Synset('vivid.s.02')|having the clarity and freshness of immediate experience|a vivid recollection
9027|vivid|adjective|Synset('vivid.s.02')|having the clarity and freshness of immediate experience|a vivid recollection
9028|bold|adjective|Synset('bold.s.02')|clear and distinct|a bold design
9029|bold|adjective|Synset('bold.s.02')|clear and distinct|a bold design
9030|careless|adjective|Synset('careless.s.02')|effortless and unstudied|danced with careless grace
9031|academic|adjective|Synset('academic.s.02')|hypothetical or theoretical and not expected to produce an immediate or practical result|an academic question
9032|academic|adjective|Synset('academic.s.02')|hypothetical or theoretical and not expected to produce an immediate or practical result|an academic question
9033|academic|adjective|Synset('academic.s.02')|hypothetical or theoretical and not expected to produce an immediate or practical result|an academic question
9034|academic|adjective|Synset('academic.s.03')|marked by a narrow focus on or display of learning especially its trivial aspects|If depew had told any academic psychologist that he had a weird feeling of having lived through that identical convention session at some time in the past, he would have been informed that he was a victim of deja vu.
9035|academic|adjective|Synset('academic.s.03')|marked by a narrow focus on or display of learning especially its trivial aspects|If depew had told any academic psychologist that he had a weird feeling of having lived through that identical convention session at some time in the past, he would have been informed that he was a victim of deja vu.
9036|academic|adjective|Synset('academic.s.03')|marked by a narrow focus on or display of learning especially its trivial aspects|If depew had told any academic psychologist that he had a weird feeling of having lived through that identical convention session at some time in the past, he would have been informed that he was a victim of deja vu.
9037|observation|noun|Synset('observation.n.02')|the act of observing; taking a patient look|An important observation of pavlov served as a guide post to achieve such a reversibility by physiological means.
9038|observation|noun|Synset('observation.n.02')|the act of observing; taking a patient look|An important observation of pavlov served as a guide post to achieve such a reversibility by physiological means.
9039|observation|noun|Synset('notice.n.02')|the act of noticing or paying attention|Long observation has taught mason that most landscape can be reduced to three essential planes : a foreground in sharp focus-either a light area with dark accents or a dark one with lights; a middle distance often containing the major motif; and a background, usually a silhouetted form foiled against the sky.
9040|observation|noun|Synset('notice.n.02')|the act of noticing or paying attention|Long observation has taught mason that most landscape can be reduced to three essential planes : a foreground in sharp focus-either a light area with dark accents or a dark one with lights; a middle distance often containing the major motif; and a background, usually a silhouetted form foiled against the sky.
9041|observation|noun|Synset('observation.n.03')|a remark expressing careful consideration|In a bold, sometimes careless, form there is nothing academic; all is seen and felt and experienced, the observation is sharp and the imagination lively.
9042|observation|noun|Synset('observation.n.03')|a remark expressing careful consideration|In a bold, sometimes careless, form there is nothing academic; all is seen and felt and experienced, the observation is sharp and the imagination lively.
9043|observation|noun|Synset('observation.n.04')|facts learned by observing|he reported his observations to the mayor
9044|observation|noun|Synset('observation.n.04')|facts learned by observing|he reported his observations to the mayor
9045|reproduce|verb|Synset('reproduce.v.02')|have offspring or produce more individuals of a given animal or plant|All living creatures from the lowest form of insect or animal life evidence the power of creativity, if it is only to reproduce a form like their own.
9046|reproduce|verb|Synset('reproduce.v.02')|have offspring or produce more individuals of a given animal or plant|All living creatures from the lowest form of insect or animal life evidence the power of creativity, if it is only to reproduce a form like their own.
9047|reproduce|verb|Synset('reproduce.v.02')|have offspring or produce more individuals of a given animal or plant|All living creatures from the lowest form of insect or animal life evidence the power of creativity, if it is only to reproduce a form like their own.
9048|reproduce|verb|Synset('reproduce.v.02')|have offspring or produce more individuals of a given animal or plant|All living creatures from the lowest form of insect or animal life evidence the power of creativity, if it is only to reproduce a form like their own.
9049|reproduce|verb|Synset('reproduce.v.02')|have offspring or produce more individuals of a given animal or plant|All living creatures from the lowest form of insect or animal life evidence the power of creativity, if it is only to reproduce a form like their own.
9050|reproduce|verb|Synset('reproduce.v.02')|have offspring or produce more individuals of a given animal or plant|All living creatures from the lowest form of insect or animal life evidence the power of creativity, if it is only to reproduce a form like their own.
9051|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9052|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9053|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9054|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9055|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9056|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9057|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9058|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9059|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9060|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9061|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9062|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9063|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9064|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9065|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9066|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9067|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9068|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9069|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9070|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9071|street|noun|Synset('street.n.03')|the streets of a city viewed as a depressed environment in which there is poverty and crime and prostitution and dereliction|she tried to keep her children off the street
9072|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9073|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9074|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9075|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9076|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9077|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9078|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9079|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9080|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9081|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9082|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9083|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9084|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9085|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9086|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9087|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9088|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9089|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9090|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9091|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9092|street|noun|Synset('street.n.02')|the part of a thoroughfare between the sidewalks; the part of the thoroughfare on which vehicles travel|be careful crossing the street
9093|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9094|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9095|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9096|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9097|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9098|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9099|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9100|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9101|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9102|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9103|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9104|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9105|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9106|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
9107|happy|adjective|Synset('felicitous.s.02')|marked by good fortune|a happy outcome
